as_of_date,team_code,scorer,goals_weighted,share
2026-06-01,EGY,Mahmoud El Khatib,0.0000003063,0.0000000115
2026-06-01,EGY,Moustafa Abdou,0.0000001817,0.0000000068
2026-06-01,EGY,Hassan Shehata,0.0000001404,0.0000000053
2026-06-01,EGY,Mokhtar Mokhtar,0.0000001347,0.0000000051
2026-06-01,EGY,Maher Hammam,0.0000001311,0.0000000049
2026-06-01,EGY,Ramadan El Sayed,0.0000000949,0.0000000036
2026-06-01,EGY,Mussad Nur,0.0000000943,0.0000000035
2026-06-01,EGY,Farouk Gaafar,0.0000000794,0.0000000030
2026-06-01,EGY,Taha Basry,0.0000000602,0.0000000023
2026-06-01,EGY,Ossama Khalil,0.0000000559,0.0000000021
2026-06-01,EGY,Ali Abo Greisha,0.0000000542,0.0000000020
2026-06-01,EGY,Ahmed Abdel Baki,0.0000000429,0.0000000016
2026-06-01,EGY,Ali Khalil,0.0000000303,0.0000000011
2026-06-01,EGY,Hassan El-Shazly,0.0000000272,0.0000000010
2026-06-01,EGY,Mohamed El-Seyagui,0.0000000232,0.0000000009
2026-06-01,EGY,Ahmed Abou Rehab,0.0000000232,0.0000000009
2026-06-01,EGY,Gamal Abdel Azim,0.0000000114,0.0000000004
2026-06-01,EGY,Sayed Abdel Razek,0.0000000102,0.0000000004
2026-06-01,EGY,Mohamed Morsi Hussein,0.0000000013,0.0000000000
2026-06-01,EGY,Badawi Abdel Fattah,0.0000000005,0.0000000000
2026-06-01,EGY,Ezz El-Din Yaqoub,0.0000000003,0.0000000000
2026-06-01,EGY,Mahmoud El-Gohary,0.0000000002,0.0000000000
2026-06-01,EGY,Saleh Selim,0.0000000002,0.0000000000
2026-06-01,EGY,Ad-Diba,0.0000000002,0.0000000000
2026-06-01,EGY,Essam Baheeg,0.0000000001,0.0000000000
2026-06-01,EGY,Mimi El-Sherbini,0.0000000001,0.0000000000
2026-06-01,EGY,Raafat Attia,0.0000000000,0.0000000000
2026-06-01,EGY,Alaa El-Hamouly,0.0000000000,0.0000000000
2026-06-01,EGY,Mahmoud Mokhtar El-Tetsh,0.0000000000,0.0000000000
2026-06-01,EGY,Abdulrahman Fawzi,0.0000000000,0.0000000000
2026-06-01,EGY,Mohamed Latif,0.0000000000,0.0000000000
2026-06-01,EGY,Mostafa Taha,0.0000000000,0.0000000000
2026-06-01,EGY,Ali Mohamed Riad,0.0000000000,0.0000000000
2026-06-01,EGY,Moussa Hassan El-Ezam,0.0000000000,0.0000000000
2026-06-01,EGY,Ali El-Hassany,0.0000000000,0.0000000000
2026-06-01,EGY,Gamil El-Zobeir,0.0000000000,0.0000000000
2026-06-01,EGY,Ismail El-Sayed Hooda,0.0000000000,0.0000000000
2026-06-01,EGY,Ibrahim Yakan,0.0000000000,0.0000000000
2026-06-01,EGY,Hussein Hegazi,0.0000000000,0.0000000000
2026-06-01,ENG,Harry Kane,18.2493342074,0.3258127626
2026-06-01,ENG,Bukayo Saka,4.2035344312,0.0750474045
2026-06-01,ENG,Marcus Rashford,3.1182407676,0.0556712167
2026-06-01,ENG,Declan Rice,2.5455134757,0.0454460841
2026-06-01,ENG,Eberechi Eze,2.2875561583,0.0408406676
2026-06-01,ENG,Raheem Sterling,2.2013905356,0.0393023178
2026-06-01,ENG,Jude Bellingham,1.8691733192,0.0333711091
2026-06-01,ENG,Jack Grealish,1.5985702596,0.0285399230
2026-06-01,ENG,Anthony Gordon,1.3863622328,0.0247512870
2026-06-01,ENG,Ollie Watkins,1.2610774882,0.0225145277
2026-06-01,ENG,Harry Maguire,1.0033534089,0.0179132752
2026-06-01,ENG,Trent Alexander-Arnold,0.9198137913,0.0164218085
2026-06-01,ENG,Mason Mount,0.8238376571,0.0147083077
2026-06-01,ENG,Ezri Konsa,0.7757417113,0.0138496313
2026-06-01,ENG,Marc Guéhi,0.7757417113,0.0138496313
2026-06-01,ENG,Noni Madueke,0.7757417113,0.0138496313
2026-06-01,ENG,Jordan Henderson,0.6773317883,0.0120926790
2026-06-01,ENG,Reece James,0.6597597439,0.0117789582
2026-06-01,ENG,Myles Lewis-Skelly,0.6578658276,0.0117451453
2026-06-01,ENG,Conor Gallagher,0.5841619622,0.0104292804
2026-06-01,ENG,Jarrod Bowen,0.5841619622,0.0104292804
2026-06-01,ENG,Taylor Harwood-Bellis,0.5841619622,0.0104292804
2026-06-01,ENG,Curtis Jones,0.5824850580,0.0103993419
2026-06-01,ENG,Phil Foden,0.5816819718,0.0103850041
2026-06-01,ENG,Cole Palmer,0.5177223306,0.0092431067
2026-06-01,ENG,Jesse Lingard,0.5148612861,0.0091920273
2026-06-01,ENG,Tammy Abraham,0.5020026753,0.0089624573
2026-06-01,ENG,Luke Shaw,0.4564608383,0.0081493804
2026-06-01,ENG,Ross Barkley,0.4055270906,0.0072400396
2026-06-01,ENG,Kyle Walker,0.3850374085,0.0068742290
2026-06-01,ENG,James Ward-Prowse,0.3597253409,0.0064223224
2026-06-01,ENG,Kalvin Phillips,0.3559407118,0.0063547538
2026-06-01,ENG,Callum Wilson,0.3549189429,0.0063365118
2026-06-01,ENG,Dominic Calvert-Lewin,0.3257014528,0.0058148801
2026-06-01,ENG,John Stones,0.3217717456,0.0057447214
2026-06-01,ENG,Wayne Rooney,0.3050578847,0.0054463221
2026-06-01,ENG,Emile Smith Rowe,0.2039800550,0.0036417386
2026-06-01,ENG,Tyrone Mings,0.2039800550,0.0036417386
2026-06-01,ENG,Danny Welbeck,0.1996149496,0.0035638066
2026-06-01,ENG,Ben Chilwell,0.1968746146,0.0035148823
2026-06-01,ENG,Jadon Sancho,0.1900801686,0.0033935783
2026-06-01,ENG,Alex Oxlade-Chamberlain,0.1868853856,0.0033365406
2026-06-01,ENG,Daniel Sturridge,0.1372086277,0.0024496413
2026-06-01,ENG,Harry Winks,0.1014391987,0.0018110351
2026-06-01,ENG,Dele Alli,0.0971315248,0.0017341285
2026-06-01,ENG,Jermain Defoe,0.0938805036,0.0016760867
2026-06-01,ENG,Theo Walcott,0.0843685812,0.0015062665
2026-06-01,ENG,Michael Keane,0.0808305403,0.0014431004
2026-06-01,ENG,Eric Dier,0.0774501771,0.0013827494
2026-06-01,ENG,Jamie Vardy,0.0708462427,0.0012648467
2026-06-01,ENG,Adam Lallana,0.0684104913,0.0012213602
2026-06-01,ENG,Kieran Trippier,0.0631861537,0.0011280880
2026-06-01,ENG,Frank Lampard,0.0616033982,0.0010998304
2026-06-01,ENG,Ryan Bertrand,0.0468126580,0.0008357654
2026-06-01,ENG,Jack Wilshere,0.0430826394,0.0007691718
2026-06-01,ENG,Steven Gerrard,0.0424791928,0.0007583983
2026-06-01,ENG,Gary Cahill,0.0410545311,0.0007329632
2026-06-01,ENG,Andros Townsend,0.0289798710,0.0005173894
2026-06-01,ENG,Ashley Young,0.0268240567,0.0004789008
2026-06-01,ENG,Peter Crouch,0.0177659358,0.0003171825
2026-06-01,ENG,Phil Jagielka,0.0169849471,0.0003032391
2026-06-01,ENG,Darren Bent,0.0149128473,0.0002662451
2026-06-01,ENG,Michael Owen,0.0118673952,0.0002118734
2026-06-01,ENG,Rickie Lambert,0.0115993014,0.0002070870
2026-06-01,ENG,James Milner,0.0081836862,0.0001461067
2026-06-01,ENG,Leighton Baines,0.0081836862,0.0001461067
2026-06-01,ENG,Adam Johnson,0.0081083637,0.0001447619
2026-06-01,ENG,Joe Cole,0.0075669470,0.0001350958
2026-06-01,ENG,Andy Carroll,0.0075507725,0.0001348070
2026-06-01,ENG,Joleon Lescott,0.0075218858,0.0001342913
2026-06-01,ENG,Shaun Wright-Phillips,0.0058598478,0.0001046182
2026-06-01,ENG,David Beckham,0.0042841202,0.0000764861
2026-06-01,ENG,Matthew Upson,0.0037911512,0.0000676850
2026-06-01,ENG,Rio Ferdinand,0.0037407238,0.0000667847
2026-06-01,ENG,Emile Heskey,0.0030199942,0.0000539172
2026-06-01,ENG,Gareth Barry,0.0026189830,0.0000467578
2026-06-01,ENG,John Terry,0.0024584762,0.0000438922
2026-06-01,ENG,Micah Richards,0.0014224521,0.0000253956
2026-06-01,ENG,Paul Scholes,0.0013880015,0.0000247806
2026-06-01,ENG,David Nugent,0.0012155901,0.0000217024
2026-06-01,ENG,Alan Shearer,0.0011194430,0.0000199859
2026-06-01,ENG,Teddy Sheringham,0.0003441138,0.0000061436
2026-06-01,ENG,Darius Vassell,0.0003012005,0.0000053775
2026-06-01,ENG,Steve McManaman,0.0002852401,0.0000050925
2026-06-01,ENG,Sol Campbell,0.0002250829,0.0000040185
2026-06-01,ENG,Robbie Fowler,0.0001737716,0.0000031024
2026-06-01,ENG,Andy Cole,0.0001489282,0.0000026589
2026-06-01,ENG,Ian Wright,0.0001410563,0.0000025183
2026-06-01,ENG,Paul Gascoigne,0.0001390350,0.0000024822
2026-06-01,ENG,David Platt,0.0000823067,0.0000014695
2026-06-01,ENG,Gareth Southgate,0.0000631097,0.0000011267
2026-06-01,ENG,Les Ferdinand,0.0000627997,0.0000011212
2026-06-01,ENG,Darren Anderton,0.0000567960,0.0000010140
2026-06-01,ENG,Gary Lineker,0.0000409401,0.0000007309
2026-06-01,ENG,Nicky Barmby,0.0000300887,0.0000005372
2026-06-01,ENG,Paul Ince,0.0000226654,0.0000004047
2026-06-01,ENG,John Barnes,0.0000189347,0.0000003380
2026-06-01,ENG,Stuart Pearce,0.0000185931,0.0000003319
2026-06-01,ENG,Peter Beardsley,0.0000120081,0.0000002144
2026-06-01,ENG,Bryan Robson,0.0000104621,0.0000001868
2026-06-01,ENG,Carlton Palmer,0.0000087241,0.0000001558
2026-06-01,ENG,Alan Smith,0.0000054551,0.0000000974
2026-06-01,ENG,Chris Waddle,0.0000050245,0.0000000897
2026-06-01,ENG,Dennis Wise,0.0000046440,0.0000000829
2026-06-01,ENG,Lee Dixon,0.0000044908,0.0000000802
2026-06-01,ENG,Neil Webb,0.0000037240,0.0000000665
2026-06-01,ENG,Mark Wright,0.0000034373,0.0000000614
2026-06-01,ENG,Tony Adams,0.0000030820,0.0000000550
2026-06-01,ENG,Tony Woodcock,0.0000026657,0.0000000476
2026-06-01,ENG,Mark Hateley,0.0000020592,0.0000000368
2026-06-01,ENG,Viv Anderson,0.0000014574,0.0000000260
2026-06-01,ENG,Trevor Francis,0.0000013543,0.0000000242
2026-06-01,ENG,Paul Mariner,0.0000013230,0.0000000236
2026-06-01,ENG,Glenn Hoddle,0.0000013092,0.0000000234
2026-06-01,ENG,Steve Hodge,0.0000011127,0.0000000199
2026-06-01,ENG,Gary Mabbutt,0.0000009730,0.0000000174
2026-06-01,ENG,Kevin Keegan,0.0000007992,0.0000000143
2026-06-01,ENG,Luther Blissett,0.0000007430,0.0000000133
2026-06-01,ENG,Sammy Lee,0.0000005716,0.0000000102
2026-06-01,ENG,Kenny Sansom,0.0000004715,0.0000000084
2026-06-01,ENG,Trevor Brooking,0.0000004359,0.0000000078
2026-06-01,ENG,Terry McDermott,0.0000003687,0.0000000066
2026-06-01,ENG,Terry Butcher,0.0000003417,0.0000000061
2026-06-01,ENG,Phil Neal,0.0000003039,0.0000000054
2026-06-01,ENG,Peter Withe,0.0000002813,0.0000000050
2026-06-01,ENG,Mark Chamberlain,0.0000002477,0.0000000044
2026-06-01,ENG,Steve Coppell,0.0000002477,0.0000000044
2026-06-01,ENG,Bob Latchford,0.0000002430,0.0000000043
2026-06-01,ENG,David Watson,0.0000002212,0.0000000039
2026-06-01,ENG,Mick Channon,0.0000001482,0.0000000026
2026-06-01,ENG,Ray Wilkins,0.0000001030,0.0000000018
2026-06-01,ENG,Malcolm Macdonald,0.0000000846,0.0000000015
2026-06-01,ENG,Ray Kennedy,0.0000000740,0.0000000013
2026-06-01,ENG,Peter Barnes,0.0000000721,0.0000000013
2026-06-01,ENG,Colin Bell,0.0000000361,0.0000000006
2026-06-01,ENG,Dennis Tueart,0.0000000286,0.0000000005
2026-06-01,ENG,Joe Royle,0.0000000286,0.0000000005
2026-06-01,ENG,Geoff Hurst,0.0000000263,0.0000000005
2026-06-01,ENG,Stuart Pearson,0.0000000254,0.0000000005
2026-06-01,ENG,Martin Chivers,0.0000000229,0.0000000004
2026-06-01,ENG,Allan Clarke,0.0000000174,0.0000000003
2026-06-01,ENG,Francis Lee,0.0000000145,0.0000000003
2026-06-01,ENG,Martin Peters,0.0000000128,0.0000000002
2026-06-01,ENG,Bobby Charlton,0.0000000096,0.0000000002
2026-06-01,ENG,Norman Hunter,0.0000000093,0.0000000002
2026-06-01,ENG,Mike Summerbee,0.0000000051,0.0000000001
2026-06-01,ENG,Chris Lawler,0.0000000043,0.0000000001
2026-06-01,ENG,Roger Hunt,0.0000000033,0.0000000001
2026-06-01,ENG,Alan Mullery,0.0000000031,0.0000000001
2026-06-01,ENG,Jack Charlton,0.0000000019,0.0000000000
2026-06-01,ENG,Alan Ball Jr.,0.0000000012,0.0000000000
2026-06-01,ENG,Ron Flowers,0.0000000007,0.0000000000
2026-06-01,ENG,Jimmy Greaves,0.0000000005,0.0000000000
2026-06-01,ENG,Bobby Smith,0.0000000005,0.0000000000
2026-06-01,ENG,Ray Pointer,0.0000000003,0.0000000000
2026-06-01,ENG,Bobby Tambling,0.0000000002,0.0000000000
2026-06-01,ENG,Tommy Taylor,0.0000000002,0.0000000000
2026-06-01,ENG,Gerry Hitchens,0.0000000002,0.0000000000
2026-06-01,ENG,Johnny Haynes,0.0000000002,0.0000000000
2026-06-01,ENG,John Connelly,0.0000000002,0.0000000000
2026-06-01,ENG,Dennis Viollet,0.0000000001,0.0000000000
2026-06-01,ENG,John Atyeo,0.0000000001,0.0000000000
2026-06-01,ENG,Derek Kevan,0.0000000001,0.0000000000
2026-06-01,ENG,Nat Lofthouse,0.0000000001,0.0000000000
2026-06-01,ENG,Tom Finney,0.0000000001,0.0000000000
2026-06-01,ENG,Duncan Edwards,0.0000000001,0.0000000000
2026-06-01,ENG,Ivor Broadis,0.0000000000,0.0000000000
2026-06-01,ENG,Dennis Wilshaw,0.0000000000,0.0000000000
2026-06-01,ENG,Jimmy Mullen,0.0000000000,0.0000000000
2026-06-01,ENG,Harold Hassall,0.0000000000,0.0000000000
2026-06-01,ENG,Johnny Nicholls,0.0000000000,0.0000000000
2026-06-01,ENG,Ronnie Allen,0.0000000000,0.0000000000
2026-06-01,ENG,Stan Mortensen,0.0000000000,0.0000000000
2026-06-01,ENG,Jack Rowley,0.0000000000,0.0000000000
2026-06-01,ENG,Jackie Milburn,0.0000000000,0.0000000000
2026-06-01,ENG,Stan Pearson,0.0000000000,0.0000000000
2026-06-01,ENG,Wilf Mannion,0.0000000000,0.0000000000
2026-06-01,ENG,Roy Bentley,0.0000000000,0.0000000000
2026-06-01,ENG,Jack Froggatt,0.0000000000,0.0000000000
2026-06-01,ESP,Mikel Oyarzabal,9.2445825565,0.1390690619
2026-06-01,ESP,Mikel Merino,6.9634256760,0.1047529264
2026-06-01,ESP,Ferran Torres,6.4471706258,0.0969867450
2026-06-01,ESP,Álvaro Morata,5.7370352417,0.0863039628
2026-06-01,ESP,Dani Olmo,3.8013348234,0.0571846338
2026-06-01,ESP,Lamine Yamal,3.3851340746,0.0509235995
2026-06-01,ESP,Nico Williams,2.7780137305,0.0417905039
2026-06-01,ESP,Joselu,2.3535183537,0.0354046911
2026-06-01,ESP,Pedri,2.2560766801,0.0339388464
2026-06-01,ESP,Fabián Ruiz,2.2084194090,0.0332219236
2026-06-01,ESP,Martin Zubimendi,1.3915337107,0.0209332641
2026-06-01,ESP,Pablo Sarabia,1.3486031488,0.0202874466
2026-06-01,ESP,Gavi,1.3238607826,0.0199152397
2026-06-01,ESP,Álex Baena,0.9521243897,0.0143230962
2026-06-01,ESP,Yeremy Pino,0.9393010080,0.0141301902
2026-06-01,ESP,Carlos Soler,0.9214095686,0.0138610439
2026-06-01,ESP,Sergio Ramos,0.9177013243,0.0138052596
2026-06-01,ESP,Yéremy Pino,0.7998974623,0.0120331004
2026-06-01,ESP,Marc Cucurella,0.7720338372,0.0116139394
2026-06-01,ESP,Aymeric Laporte,0.7434972647,0.0111846551
2026-06-01,ESP,Martín Zubimendi,0.7096008120,0.0106747404
2026-06-01,ESP,Rodri,0.6548757900,0.0098514953
2026-06-01,ESP,Gerard Moreno,0.6117466535,0.0092026906
2026-06-01,ESP,Bryan Gil,0.5847220024,0.0087961506
2026-06-01,ESP,Bryan Zaragoza,0.5847220024,0.0087961506
2026-06-01,ESP,Ayoze Pérez,0.5830434905,0.0087709002
2026-06-01,ESP,Rodrigo,0.5509982666,0.0082888342
2026-06-01,ESP,Dani Carvajal,0.5035333124,0.0075748045
2026-06-01,ESP,Paco Alcácer,0.4522771882,0.0068037430
2026-06-01,ESP,Robin Le Normand,0.4121453534,0.0062000277
2026-06-01,ESP,Oihan Sancet,0.3974076862,0.0059783245
2026-06-01,ESP,Diego Costa,0.3860847969,0.0058079908
2026-06-01,ESP,Isco,0.3761134730,0.0056579892
2026-06-01,ESP,Marco Asensio,0.3586730263,0.0053956272
2026-06-01,ESP,Jordi Alba,0.3479694013,0.0052346093
2026-06-01,ESP,José Gayà,0.3246267007,0.0048834580
2026-06-01,ESP,David Silva,0.3191367991,0.0048008718
2026-06-01,ESP,Iñigo Martínez,0.2475439817,0.0037238793
2026-06-01,ESP,Saúl Ñíguez,0.2319148133,0.0034887649
2026-06-01,ESP,Jesús Navas,0.1955878573,0.0029422875
2026-06-01,ESP,Pablo Fornals,0.1911123301,0.0028749608
2026-06-01,ESP,César Azpilicueta,0.1783713353,0.0026832941
2026-06-01,ESP,Iago Aspas,0.1562096442,0.0023499091
2026-06-01,ESP,Santi Cazorla,0.1523075920,0.0022912093
2026-06-01,ESP,David Villa,0.1450401888,0.0021818836
2026-06-01,ESP,Vitolo,0.1427177511,0.0021469465
2026-06-01,ESP,Ansu Fati,0.1344489317,0.0020225561
2026-06-01,ESP,Fernando Torres,0.1218558835,0.0018331150
2026-06-01,ESP,Pau Torres,0.1012449771,0.0015230589
2026-06-01,ESP,José Luis Gayà,0.0867703700,0.0013053130
2026-06-01,ESP,Pedro,0.0801094211,0.0012051103
