as_of_date,team_code,scorer,goals_weighted,share
2026-06-01,QAT,Seyd Bechir,0.0029845286,0.0000898958
2026-06-01,QAT,Sayed Ali Bechir,0.0028291875,0.0000852168
2026-06-01,QAT,Ali Afif,0.0026290408,0.0000791883
2026-06-01,QAT,Magid Mohamed,0.0024900540,0.0000750019
2026-06-01,QAT,Majdi Siddiq,0.0020161393,0.0000607273
2026-06-01,QAT,Talal Al-Bloushi,0.0020161393,0.0000607273
2026-06-01,QAT,Saad Al-Shammari,0.0019903919,0.0000599518
2026-06-01,QAT,Mohammed Salem Al-Enazi,0.0015037611,0.0000452942
2026-06-01,QAT,Mubarak Mustafa,0.0014781331,0.0000445223
2026-06-01,QAT,Waleed Hamzah,0.0012633239,0.0000380521
2026-06-01,QAT,Wesam Rizik,0.0009734066,0.0000293196
2026-06-01,QAT,Waleed Jassem,0.0009130611,0.0000275019
2026-06-01,QAT,Mohammed Salem Al-Mal,0.0005326868,0.0000160448
2026-06-01,QAT,Nayef Mubarak Al Khater,0.0005326868,0.0000160448
2026-06-01,QAT,Dahi Al Naemi,0.0005139206,0.0000154796
2026-06-01,QAT,Meshal Abdullah,0.0004981276,0.0000150039
2026-06-01,QAT,Nasser Kamil Mubarak,0.0004981276,0.0000150039
2026-06-01,QAT,Ahmad Khalifa Hashim,0.0003505850,0.0000105598
2026-06-01,QAT,Abdulnasser Al-Obaidly,0.0003008223,0.0000090609
2026-06-01,QAT,Jassem Al-Tamimi,0.0002940428,0.0000088567
2026-06-01,QAT,Abdul Jaloof,0.0002028441,0.0000061098
2026-06-01,QAT,Abdul-Aziz Hassan,0.0001482163,0.0000044644
2026-06-01,QAT,Mahmoud Soufi,0.0001367863,0.0000041201
2026-06-01,QAT,Mohammed Gholam,0.0001271482,0.0000038298
2026-06-01,QAT,Khalil Al-Malki,0.0000650925,0.0000019606
2026-06-01,QAT,Zamel Al Kuwari,0.0000494529,0.0000014896
2026-06-01,QAT,Adel Khamis,0.0000489467,0.0000014743
2026-06-01,QAT,Zamel Essa Al-Kuwari,0.0000452139,0.0000013619
2026-06-01,QAT,Nasir Khamees,0.0000437226,0.0000013170
2026-06-01,QAT,Waleed Bakhit Maayof,0.0000308477,0.0000009292
2026-06-01,QAT,Adel Khamis Al Noobi,0.0000307297,0.0000009256
2026-06-01,QAT,Fahad Al Kuwari,0.0000277663,0.0000008363
2026-06-01,QAT,Mahmoud Yaseen Al-Soufi,0.0000132563,0.0000003993
2026-06-01,QAT,Mansour Muftah,0.0000113779,0.0000003427
2026-06-01,QAT,Rayed Al-Boloushi,0.0000093115,0.0000002805
2026-06-01,QAT,Sultan Bakhit Al-Kuwari,0.0000091786,0.0000002765
2026-06-01,QAT,Yousef Khalaf,0.0000091786,0.0000002765
2026-06-01,QAT,Khalifa Al-Sulaiti,0.0000078739,0.0000002372
2026-06-01,QAT,Khalid Salman,0.0000046551,0.0000001402
2026-06-01,QAT,Mansour Sulaiti,0.0000027311,0.0000000823
2026-06-01,QAT,Adel Mubarak Khamis,0.0000021370,0.0000000644
2026-06-01,QAT,Saleh Eid Al-Mehaizaa,0.0000021370,0.0000000644
2026-06-01,QAT,Jumah Salem Joher,0.0000021227,0.0000000639
2026-06-01,QAT,Adel Malulla,0.0000005587,0.0000000168
2026-06-01,QAT,Ali Mohammed Al-Saadah,0.0000005587,0.0000000168
2026-06-01,QAT,Ahmed Issa Al-Mohannadi,0.0000005550,0.0000000167
2026-06-01,QAT,Mohammed Khalifa Al-Ammari,0.0000005550,0.0000000167
2026-06-01,QAT,Ali Zaid,0.0000004956,0.0000000149
2026-06-01,QAT,Anbar Bashir Abubakr,0.0000000333,0.0000000010
2026-06-01,QAT,Hassan Myuter Saied Al Suwaidi,0.0000000330,0.0000000010
2026-06-01,RSA,Oswin Appollis,3.2948099915,0.1729047093
2026-06-01,RSA,Lyle Foster,3.1530019811,0.1654629228
2026-06-01,RSA,Evidence Makgopa,2.3084364802,0.1211418988
2026-06-01,RSA,Themba Zwane,1.4237292836,0.0747143230
2026-06-01,RSA,Teboho Mokoena,1.2868670542,0.0675320806
2026-06-01,RSA,Thapelo Morena,1.0032139359,0.0526465606
2026-06-01,RSA,Percy Tau,0.9482517992,0.0497622631
2026-06-01,RSA,Tshepang Moremi,0.8628019042,0.0452780321
2026-06-01,RSA,Thalente Mbatha,0.8022002706,0.0420977856
2026-06-01,RSA,Mohau Nkota,0.7727739914,0.0405535563
2026-06-01,RSA,Jayden Adams,0.6603922603,0.0346559990
2026-06-01,RSA,Iqraam Rayners,0.5016069679,0.0263232803
2026-06-01,RSA,Thapelo Maseko,0.4377927814,0.0229744458
2026-06-01,RSA,Khuliso Mudau,0.4117506052,0.0216078071
2026-06-01,RSA,Mothobi Mvala,0.1968746146,0.0103315663
2026-06-01,RSA,Bongokuhle Hlongwane,0.1907464149,0.0100099713
2026-06-01,RSA,Bongani Zungu,0.1780922372,0.0093459066
2026-06-01,RSA,Thembinkosi Lorch,0.0892154641,0.0046818402
2026-06-01,RSA,Tokelo Rantie,0.0811621935,0.0042592215
2026-06-01,RSA,Andile Jali,0.0719113360,0.0037737559
2026-06-01,RSA,Bernard Parker,0.0597619488,0.0031361816
2026-06-01,RSA,Sibusiso Vilakazi,0.0484557280,0.0025428548
2026-06-01,RSA,Dean Furman,0.0457975213,0.0024033577
2026-06-01,RSA,Thamsanqa Gabuza,0.0249189012,0.0013076916
2026-06-01,RSA,Mandla Masango,0.0188730456,0.0009904178
2026-06-01,RSA,Oupa Manyisa,0.0188008438,0.0009866288
2026-06-01,RSA,Thuso Phala,0.0187289183,0.0009828543
2026-06-01,RSA,Siyabonga Sangweni,0.0187172656,0.0009822428
2026-06-01,RSA,Katlego Mphela,0.0182152688,0.0009558991
2026-06-01,RSA,Siphiwe Tshabalala,0.0164592468,0.0008637467
2026-06-01,RSA,Kermit Erasmus,0.0116104218,0.0006092906
2026-06-01,RSA,Katlego Mashego,0.0106408735,0.0005584107
2026-06-01,RSA,Thabo Matlaba,0.0098840021,0.0005186917
2026-06-01,RSA,May Mahlangu,0.0093765685,0.0004920626
2026-06-01,RSA,Lehlohonolo Majoro,0.0093406970,0.0004901802
2026-06-01,RSA,Morgan Gould,0.0075074840,0.0003939770
2026-06-01,RSA,Elrio van Heerden,0.0039224331,0.0002058411
2026-06-01,RSA,Bongani Khumalo,0.0037730303,0.0001980007
2026-06-01,RSA,Kagiso Dikgacoi,0.0036955562,0.0001939350
2026-06-01,RSA,Sibusiso Zuma,0.0025211451,0.0001323044
2026-06-01,RSA,Siyabonga Nomvethe,0.0022417721,0.0001176435
2026-06-01,RSA,Benni McCarthy,0.0019484632,0.0001022513
2026-06-01,RSA,Surprise Moriri,0.0018477781,0.0000969675
2026-06-01,RSA,Thembinkosi Fanteni,0.0018477781,0.0000969675
2026-06-01,RSA,Shaun Bartlett,0.0016660508,0.0000874308
2026-06-01,RSA,Lungisani Ndlela,0.0013389332,0.0000702644
2026-06-01,RSA,Steven Pienaar,0.0010699286,0.0000561476
2026-06-01,RSA,Mbulelo Mabizela,0.0009095681,0.0000477322
2026-06-01,RSA,Delron Buckley,0.0008763215,0.0000459875
2026-06-01,RSA,Quinton Fortune,0.0008278600,0.0000434444
2026-06-01,RSA,Siyabonga Nkosi,0.0006691422,0.0000351152
2026-06-01,RSA,Abram Raselemane,0.0006672213,0.0000350144
2026-06-01,RSA,Phil Evans,0.0006659438,0.0000349473
2026-06-01,RSA,Patrick Mayo,0.0004046071,0.0000212329
2026-06-01,RSA,Phil Masinga,0.0003278022,0.0000172024
2026-06-01,RSA,Lucas Radebe,0.0002745469,0.0000144076
2026-06-01,RSA,Thabo Mngomeni,0.0002000574,0.0000104986
2026-06-01,RSA,Helman Mkhalele,0.0001836652,0.0000096384
2026-06-01,RSA,Bradley August,0.0001651666,0.0000086676
2026-06-01,RSA,Matthew Booth,0.0001651666,0.0000086676
2026-06-01,RSA,Mark Williams,0.0001368537,0.0000071818
2026-06-01,RSA,Jabu Pule,0.0001061871,0.0000055725
2026-06-01,RSA,Dumisa Ngobe,0.0000986341,0.0000051761
2026-06-01,RSA,John Moshoeu,0.0000975273,0.0000051180
2026-06-01,RSA,Mark Fish,0.0000523380,0.0000027466
2026-06-01,RSA,David Nyathi,0.0000504329,0.0000026466
2026-06-01,RSA,Pollen Ndlanya,0.0000472967,0.0000024820
2026-06-01,RSA,Brendan Augustine,0.0000471158,0.0000024725
2026-06-01,RSA,Doctor Khumalo,0.0000377963,0.0000019835
2026-06-01,RSA,Eric Tinkler,0.0000275496,0.0000014457
2026-06-01,RSA,Harold Legodi,0.0000085832,0.0000004504
2026-06-01,SCO,Scott McTominay,6.5456974459,0.2086180904
2026-06-01,SCO,John McGinn,4.1974580092,0.1337772914
2026-06-01,SCO,Ryan Christie,2.9787004740,0.0949342389
2026-06-01,SCO,Lyndon Dykes,2.7519342474,0.0877069667
2026-06-01,SCO,Che Adams,1.5756630441,0.0502179971
2026-06-01,SCO,Lawrence Shankland,1.3386169878,0.0426630962
2026-06-01,SCO,Kenny McLean,1.2655735914,0.0403351282
2026-06-01,SCO,Stuart Armstrong,1.0564276737,0.0336694334
2026-06-01,SCO,Kieran Tierney,0.8295612634,0.0264389682
2026-06-01,SCO,Ben Gannon-Doak,0.8271799123,0.0263630721
2026-06-01,SCO,Ché Adams,0.8208523833,0.0261614073
2026-06-01,SCO,Lewis Ferguson,0.7983659304,0.0254447410
2026-06-01,SCO,Callum McGregor,0.7802276528,0.0248666554
2026-06-01,SCO,Andy Robertson,0.5847220024,0.0186356899
2026-06-01,SCO,Billy Gilmour,0.5446951004,0.0173599915
2026-06-01,SCO,Ryan Fraser,0.5380443108,0.0171480240
2026-06-01,SCO,Ryan Porteous,0.3846686240,0.0122597835
2026-06-01,SCO,James Forrest,0.3581181296,0.0114135921
2026-06-01,SCO,Jack Hendry,0.2753254282,0.0087749038
2026-06-01,SCO,Steven Fletcher,0.2635808118,0.0084005908
2026-06-01,SCO,Steven Naismith,0.2518410961,0.0080264340
2026-06-01,SCO,Anthony Ralston,0.2482566310,0.0079121934
2026-06-01,SCO,Scott McKenna,0.2482566310,0.0079121934
2026-06-01,SCO,John Souttar,0.2039800550,0.0065010535
2026-06-01,SCO,Nathan Patterson,0.2033945067,0.0064823915
2026-06-01,SCO,Leigh Griffiths,0.1819169040,0.0057978783
2026-06-01,SCO,Grant Hanley,0.1727252617,0.0055049312
2026-06-01,SCO,Robert Snodgrass,0.1704475083,0.0054323369
2026-06-01,SCO,Andrew Robertson,0.1336662153,0.0042600794
2026-06-01,SCO,Shaun Maloney,0.1117528603,0.0035616783
2026-06-01,SCO,James McArthur,0.1043690763,0.0033263495
2026-06-01,SCO,Stuart Findlay,0.0980934817,0.0031263399
2026-06-01,SCO,Chris Martin,0.0974314533,0.0031052403
2026-06-01,SCO,Oliver Burke,0.0868535573,0.0027681119
2026-06-01,SCO,Johnny Russell,0.0807531217,0.0025736848
2026-06-01,SCO,Charlie Mulgrew,0.0690094868,0.0021994031
2026-06-01,SCO,Christophe Berra,0.0469474260,0.0014962626
2026-06-01,SCO,Ikechi Anya,0.0281158730,0.0008960817
2026-06-01,SCO,Kenny Miller,0.0242226773,0.0007720016
2026-06-01,SCO,Matt Ritchie,0.0240739340,0.0007672610
2026-06-01,SCO,James McFadden,0.0122989064,0.0003919788
2026-06-01,SCO,James Morrison,0.0084628107,0.0002697185
2026-06-01,SCO,Darren Fletcher,0.0078297869,0.0002495433
2026-06-01,SCO,David Goodwillie,0.0059536497,0.0001897489
2026-06-01,SCO,Craig Mackail-Smith,0.0059365590,0.0001892042
2026-06-01,SCO,Stephen McManus,0.0054844038,0.0001747936
2026-06-01,SCO,Kris Boyd,0.0046271462,0.0001474719
2026-06-01,SCO,Scott Brown,0.0028576129,0.0000910751
2026-06-01,SCO,Ross McCormack,0.0024584762,0.0000783542
2026-06-01,SCO,Garry O'Connor,0.0022968027,0.0000732015
2026-06-01,SCO,Kirk Broadfoot,0.0020238820,0.0000645032
2026-06-01,SCO,Christian Dailly,0.0019007346,0.0000605784
2026-06-01,SCO,Barry Ferguson,0.0017681468,0.0000563527
2026-06-01,SCO,Lee McCulloch,0.0014709683,0.0000468813
2026-06-01,SCO,Craig Beattie,0.0012109396,0.0000385939
2026-06-01,SCO,Gary Caldwell,0.0010308781,0.0000328551
2026-06-01,SCO,Neil McCann,0.0008237957,0.0000262552
2026-06-01,SCO,Paul Hartley,0.0007301114,0.0000232694
2026-06-01,SCO,Billy Dodds,0.0007206596,0.0000229682
2026-06-01,SCO,Steven Thompson,0.0005151174,0.0000164173
2026-06-01,SCO,Don Hutchison,0.0003940747,0.0000125596
2026-06-01,SCO,Kevin Gallacher,0.0003891926,0.0000124040
2026-06-01,SCO,Paul Dickov,0.0003501008,0.0000111581
2026-06-01,SCO,Colin Hendry,0.0003091890,0.0000098542
2026-06-01,SCO,Lee Wilkie,0.0003000482,0.0000095628
2026-06-01,SCO,John Collins,0.0002652193,0.0000084528
2026-06-01,SCO,Gary Naysmith,0.0002554323,0.0000081409
2026-06-01,SCO,Paul Lambert,0.0002470075,0.0000078724
2026-06-01,SCO,Colin Cameron,0.0002380356,0.0000075864
2026-06-01,SCO,David Weir,0.0001790111,0.0000057053
2026-06-01,SCO,Dougie Freedman,0.0001790111,0.0000057053
2026-06-01,SCO,Allan Johnston,0.0001582490,0.0000050436
2026-06-01,SCO,Matt Elliott,0.0001262982,0.0000040253
2026-06-01,SCO,Ally McCoist,0.0001215414,0.0000038736
2026-06-01,SCO,Craig Burley,0.0001193641,0.0000038043
2026-06-01,SCO,Eoin Jess,0.0000968996,0.0000030883
2026-06-01,SCO,Gary McSwegan,0.0000891075,0.0000028399
2026-06-01,SCO,David Hopkin,0.0000858675,0.0000027367
2026-06-01,SCO,Scott Booth,0.0000851709,0.0000027145
2026-06-01,SCO,Paul Ritchie,0.0000792761,0.0000025266
2026-06-01,SCO,John McGinlay,0.0000672208,0.0000021424
2026-06-01,SCO,Gordon Durie,0.0000624865,0.0000019915
2026-06-01,SCO,Pat Nevin,0.0000507860,0.0000016186
2026-06-01,SCO,Gary McAllister,0.0000501025,0.0000015968
2026-06-01,SCO,Billy McKinlay,0.0000463774,0.0000014781
2026-06-01,SCO,Tom Boyd,0.0000367604,0.0000011716
2026-06-01,SCO,Darren Jackson,0.0000310851,0.0000009907
2026-06-01,SCO,Colin Calderwood,0.0000187421,0.0000005973
2026-06-01,SCO,Mo Johnston,0.0000179418,0.0000005718
2026-06-01,SCO,Paul McStay,0.0000177597,0.0000005660
2026-06-01,SCO,Brian McClair,0.0000165528,0.0000005276
2026-06-01,SCO,Duncan Shearer,0.0000150205,0.0000004787
2026-06-01,SCO,Richard Gough,0.0000098692,0.0000003145
2026-06-01,SCO,John Robertson,0.0000083764,0.0000002670
2026-06-01,SCO,Gordon Strachan,0.0000055933,0.0000001783
2026-06-01,SCO,Stuart McCall,0.0000034208,0.0000001090
2026-06-01,SCO,Davie Cooper,0.0000032829,0.0000001046
2026-06-01,SCO,Kenny Dalglish,0.0000017622,0.0000000562
2026-06-01,SCO,Gary Mackay,0.0000013791,0.0000000440
2026-06-01,SCO,Charlie Nicholas,0.0000010759,0.0000000343
2026-06-01,SCO,John Wark,0.0000010581,0.0000000337
2026-06-01,SCO,Frank McAvennie,0.0000006911,0.0000000220
2026-06-01,SCO,Jim Bett,0.0000005839,0.0000000186
2026-06-01,SCO,Joe Jordan,0.0000005818,0.0000000185
2026-06-01,SCO,Paul Sturrock,0.0000004033,0.0000000129
2026-06-01,SCO,Archie Gemmill,0.0000003426,0.0000000109
2026-06-01,SCO,Eamonn Bannon,0.0000003417,0.0000000109
2026-06-01,SCO,Steve Archibald,0.0000003034,0.0000000097
2026-06-01,SCO,Graeme Souness,0.0000002092,0.0000000067
2026-06-01,SCO,David Narey,0.0000002084,0.0000000066
2026-06-01,SCO,Andy Gray,0.0000001518,0.0000000048
2026-06-01,SCO,Gordon McQueen,0.0000001461,0.0000000047
2026-06-01,SCO,David Provan,0.0000001399,0.0000000045
2026-06-01,SCO,Bruce Rioch,0.0000000418,0.0000000013
2026-06-01,SCO,Don Masson,0.0000000405,0.0000000013
2026-06-01,SCO,Asa Hartford,0.0000000397,0.0000000013
2026-06-01,SCO,Joe Harper,0.0000000264,0.0000000008
2026-06-01,SCO,Ted MacDougall,0.0000000204,0.0000000007
2026-06-01,SCO,Peter Lorimer,0.0000000199,0.0000000006
2026-06-01,SCO,Billy Bremner,0.0000000165,0.0000000005
2026-06-01,SCO,John O'Hare,0.0000000136,0.0000000004
2026-06-01,SCO,Colin Stein,0.0000000122,0.0000000004
2026-06-01,SCO,Jim Holton,0.0000000098,0.0000000003
2026-06-01,SCO,Alan Gilzean,0.0000000087,0.0000000003
2026-06-01,SCO,Jimmy Bone,0.0000000071,0.0000000002
2026-06-01,SCO,Lou Macari,0.0000000071,0.0000000002
2026-06-01,SCO,Willie Morgan,0.0000000071,0.0000000002
2026-06-01,SCO,Denis Law,0.0000000049,0.0000000002
2026-06-01,SCO,Bobby Murdoch,0.0000000048,0.0000000002
2026-06-01,SCO,Billy McNeill,0.0000000027,0.0000000001
2026-06-01,SCO,Jimmy Johnstone,0.0000000025,0.0000000001
2026-06-01,SCO,Eddie Gray,0.0000000021,0.0000000001
2026-06-01,SCO,Tommy Gemmell,0.0000000021,0.0000000001
2026-06-01,SCO,Willie Henderson,0.0000000021,0.0000000001
2026-06-01,SCO,Bobby Lennox,0.0000000019,0.0000000001
2026-06-01,SCO,John Hughes,0.0000000014,0.0000000000
2026-06-01,SCO,Ronnie McKinnon,0.0000000013,0.0000000000
2026-06-01,SCO,John Greig,0.0000000012,0.0000000000
2026-06-01,SCO,Jim McCalliog,0.0000000010,0.0000000000
2026-06-01,SCO,Davie Wilson,0.0000000005,0.0000000000
2026-06-01,SCO,Ian St. John,0.0000000005,0.0000000000
2026-06-01,SCO,Dave Gibson,0.0000000004,0.0000000000
2026-06-01,SCO,Stevie Chalmers,0.0000000004,0.0000000000
2026-06-01,SCO,Ralph Brand,0.0000000004,0.0000000000
2026-06-01,SCO,Alex Young,0.0000000003,0.0000000000
2026-06-01,SCO,David Herd,0.0000000003,0.0000000000
2026-06-01,SCO,Jackie Mudie,0.0000000002,0.0000000000
2026-06-01,SCO,Sammy Baird,0.0000000000,0.0000000000
2026-06-01,SCO,Bobby Collins,0.0000000000,0.0000000000
2026-06-01,SCO,Jimmy Murray,0.0000000000,0.0000000000
2026-06-01,SCO,Alex Scott,0.0000000000,0.0000000000
2026-06-01,SCO,Archie Robertson,0.0000000000,0.0000000000
2026-06-01,SCO,Gordon Smith,0.0000000000,0.0000000000
2026-06-01,SCO,Tommy Ring,0.0000000000,0.0000000000
2026-06-01,SCO,John Hewie,0.0000000000,0.0000000000
2026-06-01,SCO,Allan Brown,0.0000000000,0.0000000000
2026-06-01,SCO,Charlie Fleming,0.0000000000,0.0000000000
2026-06-01,SCO,Lawrence Reilly,0.0000000000,0.0000000000
2026-06-01,SCO,Willie Ormond,0.0000000000,0.0000000000
2026-06-01,SCO,Bobby Johnstone,0.0000000000,0.0000000000
2026-06-01,SCO,Jackie Henderson,0.0000000000,0.0000000000
2026-06-01,SCO,Henry Morris,0.0000000000,0.0000000000
2026-06-01,SCO,William Waddell,0.0000000000,0.0000000000
2026-06-01,SCO,Alexander Linwood,0.0000000000,0.0000000000
2026-06-01,SCO,John McPhail,0.0000000000,0.0000000000
2026-06-01,SCO,Billy Steel,0.0000000000,0.0000000000
2026-06-01,SCO,Jimmy Mason,0.0000000000,0.0000000000
2026-06-01,SEN,Sadio Mané,7.1276705076,0.1920990880
2026-06-01,SEN,Ismaïla Sarr,3.7813969471,0.1019130870
2026-06-01,SEN,Nicolas Jackson,3.2905839798,0.0886851014
2026-06-01,SEN,Habib Diallo,3.2477919547,0.0875318061
2026-06-01,SEN,Pape Gueye,2.9449160576,0.0793689451
2026-06-01,SEN,Pape Matar Sarr,2.6206585682,0.0706298250
2026-06-01,SEN,Cherif Ndiaye,2.5206158775,0.0679335571
2026-06-01,SEN,Iliman Ndiaye,2.1127774471,0.0569418326
2026-06-01,SEN,Abdoulaye Seck,1.3022616923,0.0350974814
2026-06-01,SEN,Famara Diédhiou,1.3007669361,0.0350571960
2026-06-01,SEN,Lamine Camara,1.2823164446,0.0345599336
2026-06-01,SEN,Kalidou Koulibaly,1.0660746222,0.0287319626
2026-06-01,SEN,Ibrahim Mbaye,0.8669457133,0.0233652048
2026-06-01,SEN,Boulaye Dia,0.7150359513,0.0192710583
2026-06-01,SEN,Bamba Dieng,0.5105195094,0.0137591001
2026-06-01,SEN,Idrissa Gueye,0.5064538724,0.0136495264
2026-06-01,SEN,Abdou Diallo,0.4098558646,0.0110460967
2026-06-01,SEN,Keita Baldé,0.3191726951,0.0086020788
2026-06-01,SEN,Cheikhou Kouyaté,0.2444041777,0.0065869795
2026-06-01,SEN,Moussa Sow,0.1196845129,0.0032256381
2026-06-01,SEN,Kara Mbodji,0.1066426579,0.0028741448
2026-06-01,SEN,Diafra Sakho,0.0985161632,0.0026551263
2026-06-01,SEN,Krépin Diatta,0.0881109810,0.0023746944
2026-06-01,SEN,Mame Biram Diouf,0.0686624179,0.0018505328
2026-06-01,SEN,Moussa Wagué,0.0621651764,0.0016754245
2026-06-01,SEN,M'Baye Niang,0.0618680406,0.0016674163
2026-06-01,SEN,Papiss Cissé,0.0516003003,0.0013906887
2026-06-01,SEN,Opa Nguette,0.0502526847,0.0013543688
2026-06-01,SEN,Cheikh N'Doye,0.0484557280,0.0013059388
2026-06-01,SEN,Papakouli Diop,0.0378783943,0.0010208672
2026-06-01,SEN,Henri Saivet,0.0377334846,0.0010169617
2026-06-01,SEN,Moussa Konaté,0.0250145984,0.0006741728
2026-06-01,SEN,Dame N'Doye,0.0140222496,0.0003779161
2026-06-01,SEN,Henri Camara,0.0101630872,0.0002739071
2026-06-01,SEN,El Hadji Diouf,0.0077997193,0.0002102116
2026-06-01,SEN,Ibrahima Baldé,0.0074572943,0.0002009828
2026-06-01,SEN,Deme N'Diaye,0.0066154755,0.0001782948
2026-06-01,SEN,Abdoulaye Faye,0.0040664350,0.0001095952
2026-06-01,SEN,Cheikh Gueye,0.0038762058,0.0001044683
2026-06-01,SEN,Mamadou Niang,0.0030905531,0.0000832940
2026-06-01,SEN,Papa Bouba Diop,0.0030723822,0.0000828043
2026-06-01,SEN,Salif Diao,0.0026427707,0.0000712258
2026-06-01,SEN,Kader Mangane,0.0020849046,0.0000561906
2026-06-01,SEN,Ibrahima Sonko,0.0018727339,0.0000504724
2026-06-01,SEN,Diomansy Kamara,0.0016220036,0.0000437149
2026-06-01,SEN,Moustapha Bayal Sall,0.0016220036,0.0000437149
2026-06-01,SEN,Moussa N'Diaye,0.0013300265,0.0000358458
2026-06-01,SEN,Khalilou Fadiga,0.0010961499,0.0000295425
2026-06-01,SEN,Souleymane Camara,0.0010113426,0.0000272569
2026-06-01,SEN,Issa Ba,0.0008058492,0.0000217186
2026-06-01,SEN,Lamine Diatta,0.0006529336,0.0000175973
2026-06-01,SEN,Papa Dia,0.0004966976,0.0000133866
2026-06-01,SEN,Babacar Gueye,0.0004671515,0.0000125903
2026-06-01,SEN,Habib Beye,0.0004038324,0.0000108838
2026-06-01,SEN,Pape Thiaw,0.0003325565,0.0000089628
2026-06-01,SEN,Pape Seydou Diop,0.0001133367,0.0000030546
2026-06-01,SEN,Cheikh Ba,0.0001076212,0.0000029005
2026-06-01,SEN,Abdoulaye M'Baye,0.0000994885,0.0000026813
2026-06-01,SEN,Pape Sarr,0.0000988234,0.0000026634
2026-06-01,SEN,Salif Keita,0.0000988234,0.0000026634
2026-06-01,SEN,Souleyman Sané,0.0000414171,0.0000011162
2026-06-01,SEN,Mamadou Diallo,0.0000388646,0.0000010474
2026-06-01,SEN,Omar Traoré,0.0000275761,0.0000007432
2026-06-01,SEN,Moussa Badiane,0.0000173831,0.0000004685
2026-06-01,SEN,Alagame Seck,0.0000171499,0.0000004622
2026-06-01,SEN,Athanas Tendeng,0.0000128608,0.0000003466
2026-06-01,SEN,Momath Gueye,0.0000128608,0.0000003466
2026-06-01,SEN,Jules Bocandé,0.0000126609,0.0000003412
2026-06-01,SEN,Mamadou Diarra,0.0000085749,0.0000002311
2026-06-01,SEN,Papa Yakhya Lette,0.0000082367,0.0000002220
2026-06-01,SEN,Victor Diagne,0.0000059579,0.0000001606
2026-06-01,SEN,Moussa N'Dao,0.0000031023,0.0000000836
2026-06-01,SEN,Pape Fall,0.0000007680,0.0000000207
2026-06-01,SEN,Thierno Youm,0.0000007658,0.0000000206
2026-06-01,SEN,Abdou Karim Sèye,0.0000004309,0.0000000116
2026-06-01,SEN,Abdoulaye Ba,0.0000000291,0.0000000008
2026-06-01,SEN,Louis Gomis Diop,0.0000000074,0.0000000002
2026-06-01,SEN,Yatma Diouck,0.0000000027,0.0000000001
2026-06-01,SEN,Yatma Diop,0.0000000027,0.0000000001
2026-06-01,SEN,Abdoulaye Makhtar Diop,0.0000000019,0.0000000001
2026-06-01,SEN,Emile Pierre Diéme,0.0000000019,0.0000000001
2026-06-01,SEN,Doudou Diongue,0.0000000013,0.0000000000
2026-06-01,SEN,Louis Camara,0.0000000013,0.0000000000
2026-06-01,SEN,Matar Niang,0.0000000013,0.0000000000
2026-06-01,SEN,El Hadji Oumar Guèye,0.0000000006,0.0000000000
2026-06-01,SUI,Breel Embolo,6.1740664555,0.1560779775
2026-06-01,SUI,Zeki Amdouni,3.8171490082,0.0964960292
2026-06-01,SUI,Remo Freuler,2.9543603735,0.0746850711
2026-06-01,SUI,Granit Xhaka,2.7318463065,0.0690600028
2026-06-01,SUI,Xherdan Shaqiri,2.6450993805,0.0668670745
2026-06-01,SUI,Dan Ndoye,2.1095868502,0.0533295279
2026-06-01,SUI,Ruben Vargas,1.9668973549,0.0497223934
2026-06-01,SUI,Haris Seferovic,1.7835344270,0.0450870505
2026-06-01,SUI,Manuel Akanji,1.7419258212,0.0440352013
2026-06-01,SUI,Johan Manzambi,1.6263112417,0.0411125101
2026-06-01,SUI,Silvan Widmer,1.4393450849,0.0363860790
2026-06-01,SUI,Renato Steffen,1.1807934060,0.0298499940
2026-06-01,SUI,Cedric Itten,0.8944438151,0.0226111887
2026-06-01,SUI,Nico Elvedi,0.8465673840,0.0214008913
2026-06-01,SUI,Mario Gavranović,0.8353073204,0.0211162413
2026-06-01,SUI,Rubén Vargas,0.8295612634,0.0209709833
2026-06-01,SUI,Steven Zuber,0.6659235578,0.0168342863
2026-06-01,SUI,Andi Zeqiri,0.5847220024,0.0147815428
2026-06-01,SUI,Joël Monteiro,0.5847220024,0.0147815428
2026-06-01,SUI,Kwadwo Duah,0.5035333124,0.0127291246
2026-06-01,SUI,Michel Aebischer,0.5035333124,0.0127291246
2026-06-01,SUI,Noah Okafor,0.4508134332,0.0113963867
2026-06-01,SUI,Ricardo Rodríguez,0.3841003222,0.0097099054
2026-06-01,SUI,Admir Mehmedi,0.2990419053,0.0075596620
2026-06-01,SUI,Christian Fassnacht,0.2984110637,0.0075437146
2026-06-01,SUI,Denis Zakaria,0.2423952913,0.0061276579
2026-06-01,SUI,Fabian Schär,0.2317969989,0.0058597372
2026-06-01,SUI,Josip Drmić,0.1706931058,0.0043150547
2026-06-01,SUI,Stephan Lichtsteiner,0.1597628290,0.0040387416
2026-06-01,SUI,Blerim Džemaili,0.1531835229,0.0038724194
2026-06-01,SUI,Michael Lang,0.1053664449,0.0026636224
2026-06-01,SUI,Loris Benito,0.1015364491,0.0025668016
2026-06-01,SUI,Edimilson Fernandes,0.0982816577,0.0024845217
2026-06-01,SUI,Eren Derdiyok,0.0683062778,0.0017267559
